Competition,Team 1,Team 2,Result,Round,Year,Date
Serie B,Ceará / CE,Criciúma / SC,1 x 0,16,2016
Serie B,Crb / AL,Tupi / MG,3 x 0,16,2016
Serie B,Sampaio Correa / MA,Bahia / BA,0 x 0,16,2016
Serie B,Bragantino / SP,Joinville / SC,2 x 0,16,2016
Serie B,Goiás / GO,Náutico / PE,4 x 2,16,2016
Serie B,Luverdense / MT,Vasco da Gama / RJ,1 x 1,16,2016
Serie B,Atlético / GO,Londrina / PR,1 x 2,16,2016
Serie B,Brasil / RS,Vila Nova / GO,2 x 2,16,2016
Serie B,Paraná / PR,Paysandu / PA,0 x 0,16,2016
Serie B,Avaí / SC,Oeste / SP,1 x 1,16,2016
Serie B,Náutico / PE,Avaí / SC,3 x 1,17,2016
Serie B,Bahia / BA,Luverdense / MT,1 x 0,17,2016
Serie B,Paysandu / PA,Crb / AL,2 x 2,17,2016
Serie B,Oeste / SP,Brasil / RS,1 x 1,17,2016
Serie B,Vila Nova / GO,Ceará / CE,3 x 4,17,2016
Serie B,Vasco da Gama / RJ,Bragantino / SP,2 x 1,17,2016
Serie B,Tupi / MG,Atlético / GO,1 x 0,17,2016
Serie B,Joinville / SC,Goiás / GO,2 x 1,17,2016
Serie B,Londrina / PR,Sampaio Correa / MA,1 x 1,17,2016
Serie B,Criciúma / SC,Paraná / PR,3 x 2,17,2016
Serie B,Náutico / PE,Tupi / MG,1 x 0,18,2016
Serie B,Crb / AL,Brasil / RS,1 x 2,18,2016
Serie B,Paysandu / PA,Vila Nova / GO,2 x 2,18,2016
Serie B,Bragantino / SP,Bahia / BA,1 x 0,18,2016
Serie B,Goiás / GO,Luverdense / MT,1 x 1,18,2016
Serie B,Vasco da Gama / RJ,Criciúma / SC,2 x 1,18,2016
Serie B,Atlético / GO,Sampaio Correa / MA,4 x 1,18,2016
Serie B,Joinville / SC,Oeste / SP,0 x 1,18,2016
Serie B,Paraná / PR,Ceará / CE,1 x 1,18,2016
Serie B,Avaí / SC,Londrina / PR,1 x 0,18,2016
Serie B,Ceará / CE,Vasco da Gama / RJ,0 x 0,19,2016
Serie B,Bahia / BA,Atlético / GO,1 x 1,19,2016
Serie B,Sampaio Correa / MA,Goiás / GO,0 x 0,19,2016
Serie B,Oeste / SP,Náutico / PE,0 x 0,19,2016
Serie B,Vila Nova / GO,Joinville / SC,2 x 1,19,2016
Serie B,Luverdense / MT,Crb / AL,0 x 0,19,2016
Serie B,Tupi / MG,Paraná / PR,2 x 0,19,2016
Serie B,Brasil / RS,Avaí / SC,3 x 0,19,2016
Serie B,Londrina / PR,Bragantino / SP,2 x 0,19,2016
Serie B,Criciúma / SC,Paysandu / PA,0 x 3,19,2016
Serie B,Náutico / PE,Criciúma / SC,0 x 1,20,2016
Serie B,Crb / AL,Londrina / PR,0 x 1,20,2016
Serie B,Paysandu / PA,Ceará / CE,2 x 0,20,2016
Serie B,Bragantino / SP,Vila Nova / GO,2 x 2,20,2016
Serie B,Goiás / GO,Tupi / MG,2 x 1,20,2016
Serie B,Vasco da Gama / RJ,Sampaio Correa / MA,1 x 1,20,2016
Serie B,Atlético / GO,Oeste / SP,1 x 1,20,2016
Serie B,Joinville / SC,Luverdense / MT,1 x 1,20,2016
Serie B,Paraná / PR,Brasil / RS,0 x 2,20,2016
Serie B,Avaí / SC,Bahia / BA,0 x 3,20,2016
Serie B,Ceará / CE,Crb / AL,1 x 1,21,2016
Serie B,Bahia / BA,Paraná / PR,3 x 0,21,2016
Serie B,Sampaio Correa / MA,Avaí / SC,1 x 2,21,2016
Serie B,Oeste / SP,Paysandu / PA,1 x 0,21,2016
Serie B,Vila Nova / GO,Náutico / PE,0 x 2,21,2016
Serie B,Luverdense / MT,Bragantino / SP,4 x 0,21,2016
Serie B,Tupi / MG,Vasco da Gama / RJ,2 x 2,21,2016
Serie B,Brasil / RS,Atlético / GO,0 x 1,21,2016
Serie B,Londrina / PR,Goiás / GO,0 x 1,21,2016
Serie B,Criciúma / SC,Joinville / SC,0 x 1,21,2016
Serie B,Náutico / PE,Londrina / PR,0 x 2,22,2016
Serie B,Crb / AL,Oeste / SP,3 x 1,22,2016
Serie B,Paysandu / PA,Tupi / MG,0 x 3,22,2016
Serie B,Bragantino / SP,Brasil / RS,0 x 2,22,2016
Serie B,Goiás / GO,Criciúma / SC,1 x 1,22,2016
Serie B,Vasco da Gama / RJ,Vila Nova / GO,1 x 2,22,2016
Serie B,Atlético / GO,Ceará / CE,2 x 2,22,2016
Serie B,Joinville / SC,Bahia / BA,1 x 1,22,2016
Serie B,Paraná / PR,Sampaio Correa / MA,1 x 0,22,2016
Serie B,Avaí / SC,Luverdense / MT,2 x 1,22,2016
Serie B,Ceará / CE,Avaí / SC,0 x 0,23,2016
Serie B,Bahia / BA,Vasco da Gama / RJ,1 x 0,23,2016
Serie B,Sampaio Correa / MA,Náutico / PE,4 x 3,23,2016
Serie B,Oeste / SP,Paraná / PR,3 x 3,23,2016
Serie B,Vila Nova / GO,Atlético / GO,0 x 0,23,2016
Serie B,Luverdense / MT,Paysandu / PA,3 x 1,23,2016
Serie B,Tupi / MG,Bragantino / SP,0 x 1,23,2016
Serie B,Brasil / RS,Goiás / GO,2 x 1,23,2016
Serie B,Londrina / PR,Joinville / SC,1 x 0,23,2016
Serie B,Criciúma / SC,Crb / AL,1 x 1,23,2016
Serie B,Náutico / PE,Bahia / BA,0 x 0,24,2016
Serie B,Crb / AL,Vila Nova / GO,1 x 2,24,2016
Serie B,Paysandu / PA,Brasil / RS,1 x 1,24,2016
Serie B,Bragantino / SP,Sampaio Correa / MA,2 x 1,24,2016
Serie B,Goiás / GO,Ceará / CE,2 x 0,24,2016
Serie B,Vasco da Gama / RJ,Oeste / SP,3 x 2,24,2016
Serie B,Atlético / GO,Luverdense / MT,2 x 0,24,2016
Serie B,Joinville / SC,Tupi / MG,1 x 1,24,2016
Serie B,Paraná / PR,Londrina / PR,2 x 1,24,2016
Serie B,Avaí / SC,Criciúma / SC,3 x 0,24,2016
Serie B,Ceará / CE,Sampaio Correa / MA,0 x 1,25,2016
Serie B,Crb / AL,Avaí / SC,1 x 2,25,2016
Serie B,Paysandu / PA,Bahia / BA,2 x 1,25,2016
Serie B,Bragantino / SP,Atlético / GO,1 x 2,25,2016
Serie B,Goiás / GO,Vasco da Gama / RJ,1 x 1,25,2016
Serie B,Luverdense / MT,Brasil / RS,1 x 0,25,2016
Serie B,Tupi / MG,Londrina / PR,1 x 1,25,2016
Serie B,Joinville / SC,Náutico / PE,0 x 0,25,2016
Serie B,Paraná / PR,Vila Nova / GO,1 x 2,25,2016
Serie B,Criciúma / SC,Oeste / SP,4 x 0,25,2016
Serie B,Náutico / PE,Paysandu / PA,3 x 1,26,2016
Serie B,Bahia / BA,Goiás / GO,4 x 2,26,2016
Serie B,Sampaio Correa / MA,Crb / AL,1 x 1,26,2016
Serie B,Oeste / SP,Tupi / MG,0 x 0,26,2016
Serie B,Vila Nova / GO,Luverdense / MT,0 x 0,26,2016
Serie B,Vasco da Gama / RJ,Joinville / SC,2 x 0,26,2016
Serie B,Atlético / GO,Paraná / PR,2 x 0,26,2016
Serie B,Brasil / RS,Criciúma / SC,1 x 2,26,2016
Serie B,Londrina / PR,Ceará / CE,1 x 1,26,2016
Serie B,Avaí / SC,Bragantino / SP,2 x 0,26,2016
Serie B,Ceará / CE,Luverdense / MT,0 x 0,27,2016
Serie B,Crb / AL,Bahia / BA,2 x 2,27,2016
Serie B,Paysandu / PA,Bragantino / SP,3 x 0,27,2016
Serie B,Oeste / SP,Goiás / GO,1 x 2,27,2016
Serie B,Vila Nova / GO,Londrina / PR,1 x 2,27,2016
Serie B,Vasco da Gama / RJ,Atlético / GO,2 x 0,27,2016
Serie B,Tupi / MG,Brasil / RS,1 x 1,27,2016
Serie B,Joinville / SC,Avaí / SC,0 x 1,27,2016
Serie B,Paraná / PR,Náutico / PE,1 x 2,27,2016
Serie B,Criciúma / SC,Sampaio Correa / MA,1 x 0,27,2016
Serie B,Náutico / PE,Vasco da Gama / RJ,3 x 1,28,2016
Serie B,Bahia / BA,Criciúma / SC,2 x 0,28,2016
Serie B,Sampaio Correa / MA,Vila Nova / GO,0 x 3,28,2016
Serie B,Bragantino / SP,Crb / AL,1 x 2,28,2016
Serie B,Goiás / GO,Paraná / PR,4 x 0,28,2016
Serie B,Luverdense / MT,Tupi / MG,2 x 1,28,2016
Serie B,Atlético / GO,Joinville / SC,1 x 1,28,2016
Serie B,Brasil / RS,Ceará / CE,2 x 1,28,2016
Serie B,Londrina / PR,Oeste / SP,3 x 0,28,2016
Serie B,Avaí / SC,Paysandu / PA,2 x 0,28,2016
Serie B,Ceará / CE,Joinville / SC,2 x 1,29,2016
Serie B,Crb / AL,Atlético / GO,1 x 2,29,2016
Serie B,Paysandu / PA,Vasco da Gama / RJ,3 x 1,29,2016
Serie B,Bragantino / SP,Náutico / PE,0 x 1,29,2016
Serie B,Vila Nova / GO,Oeste / SP,1 x 0,29,2016
Serie B,Luverdense / MT,Paraná / PR,3 x 2,29,2016
Serie B,Tupi / MG,Criciúma / SC,0 x 2,29,2016
Serie B,Brasil / RS,Sampaio Correa / MA,1 x 1,29,2016
Serie B,Londrina / PR,Bahia / BA,1 x 0,29,2016
Serie B,Avaí / SC,Goiás / GO,2 x 0,29,2016
Serie B,Náutico / PE,Brasil / RS,2 x 0,30,2016
Serie B,Bahia / BA,Tupi / MG,4 x 0,30,2016
Serie B,Sampaio Correa / MA,Luverdense / MT,2 x 0,30,2016
Serie B,Oeste / SP,Ceará / CE,1 x 1,30,2016
Serie B,Goiás / GO,Bragantino / SP,2 x 1,30,2016
Serie B,Vasco da Gama / RJ,Londrina / PR,1 x 0,30,2016
Serie B,Atlético / GO,Avaí / SC,3 x 0,30,2016
Serie B,Joinville / SC,Paysandu / PA,0 x 0,30,2016
Serie B,Paraná / PR,Crb / AL,5 x 3,30,2016
Serie B,Criciúma / SC,Vila Nova / GO,1 x 0,30,2016
Serie B,Náutico / PE,Ceará / CE,1 x 0,31,2016
Serie B,Bahia / BA,Brasil / RS,1 x 0,31,2016
Serie B,Sampaio Correa / MA,Oeste / SP,1 x 1,31,2016
Serie B,Bragantino / SP,Criciúma / SC,2 x 0,31,2016
Serie B,Goiás / GO,Vila Nova / GO,1 x 2,31,2016
Serie B,Vasco da Gama / RJ,Crb / AL,1 x 2,31,2016
Serie B,Atlético / GO,Paysandu / PA,2 x 1,31,2016
Serie B,Joinville / SC,Paraná / PR,1 x 0,31,2016
Serie B,Londrina / PR,Luverdense / MT,1 x 1,31,2016
Serie B,Avaí / SC,Tupi / MG,1 x 0,31,2016
Serie B,Ceará / CE,Bragantino / SP,2 x 0,32,2016
Serie B,Crb / AL,Joinville / SC,2 x 1,32,2016
Serie B,Paysandu / PA,Goiás / GO,1 x 1,32,2016
Serie B,Oeste / SP,Bahia / BA,1 x 1,32,2016
Serie B,Vila Nova / GO,Avaí / SC,1 x 2,32,2016
Serie B,Luverdense / MT,Náutico / PE,2 x 1,32,2016
Serie B,Tupi / MG,Sampaio Correa / MA,1 x 1,32,2016
Serie B,Brasil / RS,Londrina / PR,0 x 1,32,2016
Serie B,Paraná / PR,Vasco da Gama / RJ,0 x 1,32,2016
Serie B,Criciúma / SC,Atlético / GO,1 x 2,32,2016
Serie B,Náutico / PE,Atlético / GO,2 x 1,33,2016
Serie B,Bahia / BA,Ceará / CE,3 x 1,33,2016
Serie B,Paysandu / PA,Sampaio Correa / MA,2 x 1,33,2016
Serie B,Oeste / SP,Luverdense / MT,1 x 1,33,2016
Serie B,Goiás / GO,Crb / AL,3 x 0,33,2016
Serie B,Vasco da Gama / RJ,Avaí / SC,0 x 0,33,2016
Serie B,Tupi / MG,Vila Nova / GO,1 x 0,33,2016
Serie B,Joinville / SC,Brasil / RS,1 x 1,33,2016
Serie B,Paraná / PR,Bragantino / SP,4 x 1,33,2016
Serie B,Criciúma / SC,Londrina / PR,1 x 1,33,2016
Serie B,Ceará / CE,Tupi / MG,2 x 1,34,2016
Serie B,Crb / AL,Náutico / PE,1 x 0,34,2016
Serie B,Sampaio Correa / MA,Joinville / SC,1 x 2,34,2016
Serie B,Bragantino / SP,Oeste / SP,0 x 0,34,2016
Serie B,Vila Nova / GO,Bahia / BA,0 x 1,34,2016
Serie B,Luverdense / MT,Criciúma / SC,2 x 1,34,2016
Serie B,Atlético / GO,Goiás / GO,4 x 2,34,2016
Serie B,Brasil / RS,Vasco da Gama / RJ,2 x 1,34,2016
Serie B,Londrina / PR,Paysandu / PA,0 x 0,34,2016
Serie B,Avaí / SC,Paraná / PR,1 x 0,34,2016
Serie B,Náutico / PE,Goiás / GO,1 x 0,35,2016
Serie B,Bahia / BA,Sampaio Correa / MA,1 x 0,35,2016
Serie B,Paysandu / PA,Paraná / PR,1 x 1,35,2016
Serie B,Oeste / SP,Avaí / SC,0 x 0,35,2016
Serie B,Vila Nova / GO,Brasil / RS,3 x 1,35,2016
Serie B,Vasco da Gama / RJ,Luverdense / MT,1 x 1,35,2016
Serie B,Tupi / MG,Crb / AL,3 x 4,35,2016
Serie B,Joinville / SC,Bragantino / SP,1 x 1,35,2016
Serie B,Londrina / PR,Atlético / GO,2 x 3,35,2016
Serie B,Criciúma / SC,Ceará / CE,2 x 3,35,2016
Serie B,Ceará / CE,Vila Nova / GO,2 x 3,36,2016
Serie B,Crb / AL,Paysandu / PA,0 x 1,36,2016
Serie B,Sampaio Correa / MA,Londrina / PR,1 x 3,36,2016
Serie B,Bragantino / SP,Vasco da Gama / RJ,1 x 2,36,2016
Serie B,Goiás / GO,Joinville / SC,3 x 2,36,2016
Serie B,Luverdense / MT,Bahia / BA,2 x 2,36,2016
Serie B,Atlético / GO,Tupi / MG,5 x 3,36,2016
Serie B,Brasil / RS,Oeste / SP,1 x 1,36,2016
Serie B,Paraná / PR,Criciúma / SC,1 x 2,36,2016
Serie B,Avaí / SC,Náutico / PE,3 x 0,36,2016
Serie B,Ceará / CE,Paraná / PR,1 x 1,37,2016
Serie B,Bahia / BA,Bragantino / SP,3 x 2,37,2016
Serie B,Sampaio Correa / MA,Atlético / GO,0 x 1,37,2016
Serie B,Oeste / SP,Joinville / SC,0 x 2,37,2016
Serie B,Vila Nova / GO,Paysandu / PA,2 x 2,37,2016
Serie B,Luverdense / MT,Goiás / GO,1 x 0,37,2016
Serie B,Tupi / MG,Náutico / PE,1 x 4,37,2016
Serie B,Brasil / RS,Crb / AL,1 x 0,37,2016
Serie B,Londrina / PR,Avaí / SC,0 x 1,37,2016
Serie B,Criciúma / SC,Vasco da Gama / RJ,1 x 0,37,2016
Serie B,Náutico / PE,Oeste / SP,0 x 2,38,2016
Serie B,Crb / AL,Luverdense / MT,3 x 0,38,2016
Serie B,Paysandu / PA,Criciúma / SC,1 x 2,38,2016
Serie B,Bragantino / SP,Londrina / PR,0 x 1,38,2016
Serie B,Goiás / GO,Sampaio Correa / MA,2 x 1,38,2016
Serie B,Vasco da Gama / RJ,Ceará / CE,2 x 1,38,2016
Serie B,Atlético / GO,Bahia / BA,2 x 1,38,2016
Serie B,Joinville / SC,Vila Nova / GO,4 x 2,38,2016
Serie B,Paraná / PR,Tupi / MG,0 x 2,38,2016
Serie B,Avaí / SC,Brasil / RS,1 x 1,38,2016
Serie B,Náutico / PE,América / MG,0 x 0,1,2017
Serie B,Criciúma / SC,Santa Cruz / PE,1 x 2,1,2017
Serie B,Goiás / GO,Figueirense / SC,0 x 1,1,2017
Serie B,Guarani / SP,Brasil / RS,2 x 0,1,2017
Serie B,Juventude / RS,Luverdense / MT,2 x 1,1,2017
Serie B,Londrina / PR,Internacional / RS,0 x 3,1,2017
Serie B,Boa / MG,Vila Nova / GO,0 x 1,1,2017
Serie B,Paysandu / PA,Oeste / SP,2 x 0,1,2017
Serie B,Crb / AL,Ceará / CE,1 x 0,1,2017
Serie B,Ceará / CE,Boa / MG,0 x 0,2,2017
Serie B,Santa Cruz / PE,Guarani / SP,2 x 1,2,2017
Serie B,Figueirense / SC,Náutico / PE,3 x 0,2,2017
Serie B,Vila Nova / GO,Juventude / RS,0 x 0,2,2017
Serie B,Oeste / SP,Criciúma / SC,1 x 0,2,2017
Serie B,Brasil / RS,Londrina / PR,1 x 1,2,2017
Serie B,Paraná / PR,Paysandu / PA,0 x 0,2,2017
Serie B,América / MG,Goiás / GO,1 x 1,2,2017
Serie B,Luverdense / MT,Crb / AL,1 x 1,2,2017
Serie B,Internacional / RS,Abc / RN,1 x 1,2,2017
Serie B,Abc / RN,Vila Nova / GO,1 x 0,3,2017
Serie B,Náutico / PE,Ceará / CE,0 x 2,3,2017
Serie B,Criciúma / SC,América / MG,1 x 3,3,2017
Serie B,Goiás / GO,Brasil / RS,1 x 1,3,2017
Serie B,Guarani / SP,Figueirense / SC,2 x 0,3,2017
Serie B,Juventude / RS,Paraná / PR,2 x 1,3,2017
Serie B,Londrina / PR,Luverdense / MT,3 x 1,3,2017
Serie B,Boa / MG,Oeste / SP,1 x 1,3,2017
Serie B,Paysandu / PA,Internacional / RS,1 x 0,3,2017
Serie B,Crb / AL,Santa Cruz / PE,1 x 0,3,2017
Serie B,Ceará / CE,Londrina / PR,1 x 0,4,2017
Serie B,Santa Cruz / PE,Abc / RN,2 x 1,4,2017
Serie B,Figueirense / SC,Boa / MG,0 x 2,4,2017
Serie B,Vila Nova / GO,Guarani / SP,3 x 1,4,2017
Serie B,Oeste / SP,Crb / AL,2 x 0,4,2017
Serie B,Brasil / RS,Náutico / PE,2 x 0,4,2017
Serie B,Paraná / PR,Goiás / GO,2 x 0,4,2017
Serie B,América / MG,Paysandu / PA,0 x 2,4,2017
Serie B,Luverdense / MT,Criciúma / SC,0 x 0,4,2017
Serie B,Internacional / RS,Juventude / RS,1 x 1,4,2017
Serie B,Abc / RN,Paysandu / PA,2 x 1,5,2017
Serie B,Náutico / PE,Oeste / SP,1 x 1,5,2017
Serie B,Figueirense / SC,Internacional / RS,1 x 2,5,2017
Serie B,Goiás / GO,Santa Cruz / PE,2 x 1,5,2017
Serie B,Guarani / SP,Boa / MG,2 x 1,5,2017
Serie B,Juventude / RS,Criciúma / SC,1 x 0,5,2017
Serie B,Londrina / PR,Paraná / PR,1 x 1,5,2017
Serie B,América / MG,Ceará / CE,1 x 0,5,2017
Serie B,Luverdense / MT,Vila Nova / GO,1 x 1,5,2017
Serie B,Crb / AL,Brasil / RS,0 x 1,5,2017
Serie B,Abc / RN,Figueirense / SC,2 x 2,6,2017
Serie B,Santa Cruz / PE,Londrina / PR,1 x 3,6,2017
Serie B,Criciúma / SC,Crb / AL,1 x 0,6,2017
Serie B,Vila Nova / GO,América / MG,2 x 0,6,2017
Serie B,Oeste / SP,Luverdense / MT,0 x 0,6,2017
Serie B,Brasil / RS,Ceará / CE,2 x 3,6,2017
Serie B,Paraná / PR,Guarani / SP,0 x 1,6,2017
Serie B,Boa / MG,Juventude / RS,0 x 2,6,2017
Serie B,Paysandu / PA,Goiás / GO,0 x 1,6,2017
Serie B,Internacional / RS,Náutico / PE,4 x 2,6,2017
Serie B,Ceará / CE,Santa Cruz / PE,1 x 3,7,2017
Serie B,Náutico / PE,Paraná / PR,1 x 2,7,2017
Serie B,Figueirense / SC,Criciúma / SC,2 x 2,7,2017
Serie B,Goiás / GO,Boa / MG,4 x 1,7,2017
Serie B,Guarani / SP,Paysandu / PA,2 x 0,7,2017
Serie B,Juventude / RS,Abc / RN,3 x 0,7,2017
Serie B,Londrina / PR,Oeste / SP,1 x 1,7,2017
Serie B,América / MG,Internacional / RS,1 x 1,7,2017
Serie B,Luverdense / MT,Brasil / RS,4 x 0,7,2017
Serie B,Crb / AL,Vila Nova / GO,1 x 2,7,2017
Serie B,Ceará / CE,Luverdense / MT,1 x 1,8,2017
Serie B,Santa Cruz / PE,Internacional / RS,0 x 0,8,2017
Serie B,Criciúma / SC,Guarani / SP,3 x 2,8,2017
Serie B,Goiás / GO,Abc / RN,1 x 2,8,2017
Serie B,Oeste / SP,América / MG,0 x 0,8,2017
Serie B,Brasil / RS,Vila Nova / GO,3 x 0,8,2017
Serie B,Paraná / PR,Figueirense / SC,1 x 0,8,2017
Serie B,Boa / MG,Náutico / PE,2 x 1,8,2017
Serie B,Paysandu / PA,Juventude / RS,0 x 0,8,2017
Serie B,Crb / AL,Londrina / PR,0 x 3,8,2017
Serie B,Abc / RN,Crb / AL,1 x 3,9,2017
Serie B,Náutico / PE,Goiás / GO,2 x 3,9,2017
Serie B,Figueirense / SC,Luverdense / MT,2 x 3,9,2017
Serie B,Vila Nova / GO,Ceará / CE,1 x 1,9,2017
Serie B,Guarani / SP,Oeste / SP,0 x 0,9,2017
Serie B,Juventude / RS,Brasil / RS,1 x 2,9,2017
Serie B,Londrina / PR,Criciúma / SC,0 x 1,9,2017
Serie B,América / MG,Santa Cruz / PE,1 x 0,9,2017
Serie B,Paysandu / PA,Boa / MG,0 x 0,9,2017
Serie B,Internacional / RS,Paraná / PR,0 x 0,9,2017
Serie B,Ceará / CE,Oeste / SP,3 x 0,10,2017
Serie B,Santa Cruz / PE,Figueirense / SC,1 x 1,10,2017
Serie B,Criciúma / SC,Paraná / PR,2 x 1,10,2017
Serie B,Goiás / GO,Vila Nova / GO,0 x 2,10,2017
Serie B,Guarani / SP,Náutico / PE,2 x 1,10,2017
Serie B,Brasil / RS,Internacional / RS,0 x 1,10,2017
Serie B,Londrina / PR,Juventude / RS,2 x 2,10,2017
Serie B,Boa / MG,Abc / RN,2 x 1,10,2017
Serie B,Luverdense / MT,América / MG,0 x 3,10,2017
Serie B,Crb / AL,Paysandu / PA,2 x 1,10,2017
Serie B,Abc / RN,Guarani / SP,0 x 1,11,2017
Serie B,Náutico / PE,Crb / AL,0 x 1,11,2017
Serie B,Figueirense / SC,Londrina / PR,3 x 1,11,2017
Serie B,Vila Nova / GO,Criciúma / SC,0 x 0,11,2017
Serie B,Oeste / SP,Santa Cruz / PE,2 x 0,11,2017
Serie B,Juventude / RS,Goiás / GO,3 x 0,11,2017
Serie B,Paraná / PR,Ceará / CE,1 x 0,11,2017
Serie B,América / MG,Brasil / RS,3 x 0,11,2017
Serie B,Paysandu / PA,Luverdense / MT,1 x 1,11,2017
Serie B,Internacional / RS,Boa / MG,0 x 1,11,2017
Serie B,Abc / RN,Náutico / PE,0 x 1,12,2017
Serie B,Santa Cruz / PE,Brasil / RS,3 x 0,12,2017
Serie B,Figueirense / SC,Ceará / CE,0 x 2,12,2017
Serie B,Goiás / GO,Luverdense / MT,3 x 1,12,2017
Serie B,Oeste / SP,Vila Nova / GO,2 x 2,12,2017
Serie B,Juventude / RS,Guarani / SP,2 x 0,12,2017
Serie B,Paraná / PR,América / MG,1 x 1,12,2017
Serie B,Boa / MG,Crb / AL,0 x 0,12,2017
Serie B,Paysandu / PA,Londrina / PR,1 x 2,12,2017
Serie B,Internacional / RS,Criciúma / SC,1 x 1,12,2017
Serie B,Ceará / CE,Internacional / RS,0 x 2,13,2017
Serie B,Náutico / PE,Juventude / RS,1 x 1,13,2017
Serie B,Criciúma / SC,Paysandu / PA,1 x 1,13,2017
Serie B,Vila Nova / GO,Paraná / PR,3 x 2,13,2017
Serie B,Guarani / SP,Goiás / GO,1 x 0,13,2017
Serie B,Brasil / RS,Oeste / SP,3 x 1,13,2017
Serie B,Londrina / PR,Abc / RN,3 x 1,13,2017
Serie B,América / MG,Boa / MG,2 x 0,13,2017
Serie B,Luverdense / MT,Santa Cruz / PE,2 x 2,13,2017
Serie B,Crb / AL,Figueirense / SC,2 x 1,13,2017
Serie B,Ceará / CE,Juventude / RS,2 x 0,14,2017
Serie B,Náutico / PE,Santa Cruz / PE,0 x 0,14,2017
Serie B,Criciúma / SC,Goiás / GO,1 x 0,14,2017
Serie B,Vila Nova / GO,Paysandu / PA,1 x 2,14,2017
Serie B,Oeste / SP,Paraná / PR,2 x 0,14,2017
Serie B,Brasil / RS,Figueirense / SC,1 x 2,14,2017
Serie B,Londrina / PR,Boa / MG,2 x 2,14,2017
Serie B,América / MG,Guarani / SP,0 x 0,14,2017
Serie B,Luverdense / MT,Abc / RN,1 x 0,14,2017
Serie B,Crb / AL,Internacional / RS,2 x 0,14,2017
Serie B,Abc / RN,América / MG,0 x 1,15,2017
Serie B,Santa Cruz / PE,Vila Nova / GO,1 x 0,15,2017
Serie B,Figueirense / SC,Oeste / SP,0 x 0,15,2017
Serie B,Goiás / GO,Londrina / PR,0 x 1,15,2017
Serie B,Guarani / SP,Ceará / CE,2 x 2,15,2017
Serie B,Juventude / RS,Crb / AL,1 x 1,15,2017
Serie B,Paraná / PR,Brasil / RS,4 x 1,15,2017
Serie B,Boa / MG,Criciúma / SC,2 x 0,15,2017
Serie B,Paysandu / PA,Náutico / PE,1 x 0,15,2017
Serie B,Internacional / RS,Luverdense / MT,1 x 0,15,2017
Serie B,Ceará / CE,Goiás / GO,0 x 1,16,2017
Serie B,Santa Cruz / PE,Boa / MG,1 x 1,16,2017
Serie B,Criciúma / SC,Abc / RN,2 x 1,16,2017
Serie B,Vila Nova / GO,Internacional / RS,2 x 1,16,2017
Serie B,Oeste / SP,Juventude / RS,3 x 0,16,2017
Serie B,Brasil / RS,Paysandu / PA,2 x 1,16,2017
Serie B,Londrina / PR,Náutico / PE,0 x 0,16,2017
Serie B,América / MG,Figueirense / SC,4 x 2,16,2017
Serie B,Luverdense / MT,Paraná / PR,1 x 1,16,2017
Serie B,Crb / AL,Guarani / SP,1 x 1,16,2017
Serie B,Abc / RN,Brasil / RS,1 x 0,17,2017
Serie B,Náutico / PE,Criciúma / SC,1 x 2,17,2017
Serie B,Figueirense / SC,Vila Nova / GO,0 x 1,17,2017
Serie B,Goiás / GO,Crb / AL,3 x 0,17,2017
Serie B,Guarani / SP,Londrina / PR,2 x 3,17,2017
Serie B,Juventude / RS,América / MG,0 x 1,17,2017
Serie B,Paraná / PR,Santa Cruz / PE,4 x 0,17,2017
Serie B,Boa / MG,Luverdense / MT,1 x 0,17,2017
Serie B,Paysandu / PA,Ceará / CE,1 x 2,17,2017
Serie B,Internacional / RS,Oeste / SP,2 x 0,17,2017
Serie B,Ceará / CE,Criciúma / SC,3 x 1,18,2017
Serie B,Santa Cruz / PE,Paysandu / PA,1 x 2,18,2017
Serie B,Figueirense / SC,Juventude / RS,2 x 2,18,2017
Serie B,Vila Nova / GO,Náutico / PE,0 x 1,18,2017
Serie B,Oeste / SP,Abc / RN,1 x 1,18,2017
Serie B,Brasil / RS,Boa / MG,0 x 0,18,2017
Serie B,Paraná / PR,Crb / AL,4 x 1,18,2017
Serie B,América / MG,Londrina / PR,3 x 2,18,2017
Serie B,Luverdense / MT,Guarani / SP,1 x 0,18,2017
Serie B,Internacional / RS,Goiás / GO,3 x 0,18,2017
Serie B,Abc / RN,Ceará / CE,0 x 1,19,2017
Serie B,Náutico / PE,Luverdense / MT,1 x 0,19,2017
Serie B,Criciúma / SC,Brasil / RS,1 x 2,19,2017
Serie B,Goiás / GO,Oeste / SP,0 x 2,19,2017
Serie B,Guarani / SP,Internacional / RS,0 x 2,19,2017
Serie B,Juventude / RS,Santa Cruz / PE,2 x 1,19,2017
Serie B,Londrina / PR,Vila Nova / GO,0 x 1,19,2017
Serie B,Boa / MG,Paraná / PR,2 x 1,19,2017
Serie B,Paysandu / PA,Figueirense / SC,0 x 1,19,2017
Serie B,Crb / AL,América / MG,2 x 1,19,2017
Serie B,Santa Cruz / PE,Criciúma / SC,1 x 2,20,2017
Serie B,Luverdense / MT,Juventude / RS,1 x 0,20,2017
Serie B,Brasil / RS,Guarani / SP,1 x 0,20,2017
Serie B,Vila Nova / GO,Boa / MG,1 x 0,20,2017
Serie B,América / MG,Náutico / PE,1 x 0,20,2017
