Competition,Team 1,Team 2,Result,Round,Year,Date
Serie B,Bragantino / SP,Vasco da Gama / RJ,1 x 1,8,2014
Serie B,Portuguesa / SP,Sampaio Correa / MA,1 x 4,8,2014
Serie B,Paraná / PR,Ponte Preta / SP,1 x 2,8,2014
Serie B,Náutico / PE,Avaí / SC,0 x 1,8,2014
Serie B,Luverdense / MT,Icasa / CE,1 x 0,8,2014
Serie B,Ceará / CE,Vila Nova / GO,4 x 0,8,2014
Serie B,Joinville / SC,América / RN,1 x 0,8,2014
Serie B,Atlético / GO,América / MG,3 x 0,8,2014
Serie B,Abc / RN,Oeste / SP,0 x 1,8,2014
Serie B,Boa / MG,Santa Cruz / PE,0 x 2,8,2014
Serie B,Oeste / SP,Paraná / PR,2 x 2,9,2014
Serie B,Ponte Preta / SP,Boa / MG,1 x 0,9,2014
Serie B,Vasco da Gama / RJ,Portuguesa / SP,1 x 1,9,2014
Serie B,Santa Cruz / PE,Joinville / SC,2 x 0,9,2014
Serie B,Sampaio Correa / MA,Ceará / CE,2 x 2,9,2014
Serie B,Icasa / CE,Atlético / GO,1 x 0,9,2014
Serie B,Avaí / SC,Abc / RN,0 x 1,9,2014
Serie B,Vila Nova / GO,Bragantino / SP,1 x 1,9,2014
Serie B,América / RN,Luverdense / MT,2 x 0,9,2014
Serie B,América / MG,Náutico / PE,1 x 3,9,2014
Serie B,Bragantino / SP,Ceará / CE,1 x 2,10,2014
Serie B,Portuguesa / SP,América / MG,2 x 1,10,2014
Serie B,Paraná / PR,Luverdense / MT,0 x 2,10,2014
Serie B,Santa Cruz / PE,Ponte Preta / SP,2 x 1,10,2014
Serie B,Sampaio Correa / MA,América / RN,3 x 0,10,2014
Serie B,Icasa / CE,Avaí / SC,0 x 2,10,2014
Serie B,Joinville / SC,Vila Nova / GO,1 x 0,10,2014
Serie B,Atlético / GO,Oeste / SP,4 x 2,10,2014
Serie B,Abc / RN,Náutico / PE,1 x 1,10,2014
Serie B,Boa / MG,Vasco da Gama / RJ,0 x 2,10,2014
Serie B,Oeste / SP,Icasa / CE,0 x 0,11,2014
Serie B,Ponte Preta / SP,Portuguesa / SP,0 x 0,11,2014
Serie B,Vasco da Gama / RJ,Santa Cruz / PE,4 x 1,11,2014
Serie B,Náutico / PE,Sampaio Correa / MA,1 x 0,11,2014
Serie B,Luverdense / MT,Abc / RN,3 x 1,11,2014
Serie B,Ceará / CE,Joinville / SC,1 x 3,11,2014
Serie B,Avaí / SC,Atlético / GO,2 x 1,11,2014
Serie B,Vila Nova / GO,Boa / MG,0 x 2,11,2014
Serie B,América / RN,Bragantino / SP,4 x 2,11,2014
Serie B,América / MG,Paraná / PR,1 x 0,11,2014
Serie B,Bragantino / SP,Sampaio Correa / MA,0 x 1,12,2014
Serie B,Portuguesa / SP,Paraná / PR,1 x 1,12,2014
Serie B,Vasco da Gama / RJ,América / RN,1 x 1,12,2014
Serie B,Náutico / PE,Boa / MG,1 x 3,12,2014
Serie B,Luverdense / MT,Atlético / GO,0 x 2,12,2014
Serie B,Ceará / CE,Icasa / CE,2 x 1,12,2014
Serie B,Avaí / SC,Ponte Preta / SP,1 x 0,12,2014
Serie B,Vila Nova / GO,Santa Cruz / PE,3 x 2,12,2014
Serie B,Abc / RN,Joinville / SC,2 x 1,12,2014
Serie B,América / MG,Oeste / SP,3 x 0,12,2014
Serie B,Oeste / SP,Luverdense / MT,2 x 1,13,2014
Serie B,Ponte Preta / SP,Vasco da Gama / RJ,0 x 0,13,2014
Serie B,Paraná / PR,Abc / RN,1 x 0,13,2014
Serie B,Santa Cruz / PE,Ceará / CE,2 x 3,13,2014
Serie B,Sampaio Correa / MA,Vila Nova / GO,2 x 0,13,2014
Serie B,Icasa / CE,Portuguesa / SP,2 x 0,13,2014
Serie B,Joinville / SC,Avaí / SC,0 x 1,13,2014
Serie B,Atlético / GO,Náutico / PE,2 x 0,13,2014
Serie B,América / RN,América / MG,1 x 0,13,2014
Serie B,Boa / MG,Bragantino / SP,2 x 1,13,2014
Serie B,Bragantino / SP,Joinville / SC,1 x 0,14,2014
Serie B,Portuguesa / SP,Oeste / SP,0 x 0,14,2014
Serie B,Vasco da Gama / RJ,Paraná / PR,1 x 0,14,2014
Serie B,Náutico / PE,Icasa / CE,1 x 0,14,2014
Serie B,Sampaio Correa / MA,Ponte Preta / SP,3 x 3,14,2014
Serie B,Ceará / CE,Boa / MG,2 x 2,14,2014
Serie B,Avaí / SC,Luverdense / MT,1 x 2,14,2014
Serie B,Vila Nova / GO,Atlético / GO,0 x 2,14,2014
Serie B,América / RN,Santa Cruz / PE,0 x 1,14,2014
Serie B,América / MG,Abc / RN,1 x 0,14,2014
Serie B,Oeste / SP,Avaí / SC,0 x 0,15,2014
Serie B,Ponte Preta / SP,Bragantino / SP,1 x 0,15,2014
Serie B,Paraná / PR,Vila Nova / GO,3 x 1,15,2014
Serie B,Santa Cruz / PE,Náutico / PE,3 x 0,15,2014
Serie B,Luverdense / MT,Portuguesa / SP,3 x 1,15,2014
Serie B,Icasa / CE,América / MG,2 x 0,15,2014
Serie B,Joinville / SC,Sampaio Correa / MA,3 x 1,15,2014
Serie B,Atlético / GO,Ceará / CE,0 x 2,15,2014
Serie B,Abc / RN,Vasco da Gama / RJ,1 x 2,15,2014
Serie B,Boa / MG,América / RN,3 x 2,15,2014
Serie B,Oeste / SP,Vila Nova / GO,1 x 3,16,2014
Serie B,Ponte Preta / SP,Joinville / SC,2 x 0,16,2014
Serie B,Vasco da Gama / RJ,Ceará / CE,2 x 0,16,2014
Serie B,Santa Cruz / PE,Bragantino / SP,2 x 1,16,2014
Serie B,Luverdense / MT,Náutico / PE,0 x 2,16,2014
Serie B,Icasa / CE,América / RN,0 x 2,16,2014
Serie B,Avaí / SC,América / MG,2 x 0,16,2014
Serie B,Atlético / GO,Paraná / PR,2 x 1,16,2014
Serie B,Abc / RN,Portuguesa / SP,0 x 0,16,2014
Serie B,Boa / MG,Sampaio Correa / MA,2 x 1,16,2014,17/07/1975
Serie B,Bragantino / SP,Atlético / GO,2 x 1,17,2014
Serie B,Portuguesa / SP,Avaí / SC,1 x 3,17,2014
Serie B,Paraná / PR,Icasa / CE,1 x 0,17,2014
Serie B,Náutico / PE,Oeste / SP,3 x 2,17,2014
Serie B,Sampaio Correa / MA,Santa Cruz / PE,0 x 0,17,2014
Serie B,Ceará / CE,Abc / RN,1 x 2,17,2014
Serie B,Joinville / SC,Boa / MG,2 x 1,17,2014
Serie B,Vila Nova / GO,Vasco da Gama / RJ,2 x 1,17,2014
Serie B,América / RN,Ponte Preta / SP,0 x 2,17,2014
Serie B,América / MG,Luverdense / MT,2 x 0,17,2014
Serie B,Oeste / SP,Boa / MG,2 x 1,18,2014
Serie B,Portuguesa / SP,Ceará / CE,1 x 1,18,2014
Serie B,Paraná / PR,Bragantino / SP,1 x 0,18,2014
Serie B,Náutico / PE,América / RN,2 x 1,18,2014
Serie B,Luverdense / MT,Joinville / SC,2 x 2,18,2014
Serie B,Icasa / CE,Vasco da Gama / RJ,1 x 1,18,2014
Serie B,Avaí / SC,Santa Cruz / PE,0 x 0,18,2014
Serie B,Atlético / GO,Sampaio Correa / MA,2 x 4,18,2014
Serie B,Abc / RN,Vila Nova / GO,0 x 2,18,2014
Serie B,América / MG,Ponte Preta / SP,3 x 0,18,2014
Serie B,Bragantino / SP,Abc / RN,1 x 0,19,2014
Serie B,Ponte Preta / SP,Náutico / PE,2 x 0,19,2014
Serie B,Vasco da Gama / RJ,Avaí / SC,0 x 5,19,2014
Serie B,Santa Cruz / PE,Atlético / GO,2 x 0,19,2014
Serie B,Sampaio Correa / MA,América / MG,0 x 0,19,2014
Serie B,Ceará / CE,Luverdense / MT,3 x 1,19,2014
Serie B,Joinville / SC,Oeste / SP,2 x 1,19,2014
Serie B,Vila Nova / GO,Portuguesa / SP,1 x 2,19,2014
Serie B,América / RN,Paraná / PR,2 x 3,19,2014
Serie B,Boa / MG,Icasa / CE,2 x 0,19,2014
Serie B,Oeste / SP,Ceará / CE,3 x 1,20,2014
Serie B,Portuguesa / SP,Joinville / SC,1 x 2,20,2014
Serie B,Paraná / PR,Sampaio Correa / MA,0 x 0,20,2014
Serie B,Náutico / PE,Bragantino / SP,0 x 0,20,2014
Serie B,Luverdense / MT,Vila Nova / GO,2 x 0,20,2014
Serie B,Icasa / CE,Ponte Preta / SP,0 x 1,20,2014
Serie B,Avaí / SC,América / RN,0 x 0,20,2014
Serie B,Atlético / GO,Boa / MG,0 x 3,20,2014
Serie B,Abc / RN,Santa Cruz / PE,2 x 1,20,2014
Serie B,América / MG,Vasco da Gama / RJ,2 x 3,20,2014
Serie B,Bragantino / SP,Avaí / SC,1 x 4,21,2014
Serie B,Ponte Preta / SP,Atlético / GO,3 x 4,21,2014
Serie B,Vasco da Gama / RJ,Luverdense / MT,2 x 0,21,2014
Serie B,Santa Cruz / PE,Portuguesa / SP,1 x 0,21,2014
Serie B,Sampaio Correa / MA,Icasa / CE,3 x 2,21,2014
Serie B,Ceará / CE,América / MG,5 x 2,21,2014
Serie B,Joinville / SC,Paraná / PR,3 x 0,21,2014
Serie B,Vila Nova / GO,Náutico / PE,0 x 1,21,2014
Serie B,América / RN,Oeste / SP,0 x 1,21,2014
Serie B,Boa / MG,Abc / RN,0 x 0,21,2014
Serie B,Oeste / SP,Sampaio Correa / MA,0 x 0,22,2014
Serie B,Portuguesa / SP,Bragantino / SP,1 x 3,22,2014
Serie B,Paraná / PR,Santa Cruz / PE,3 x 2,22,2014
Serie B,Náutico / PE,Ceará / CE,2 x 1,22,2014
Serie B,Luverdense / MT,Ponte Preta / SP,0 x 1,22,2014
Serie B,Icasa / CE,Joinville / SC,1 x 1,22,2014
Serie B,Avaí / SC,Vila Nova / GO,2 x 1,22,2014
Serie B,Atlético / GO,Vasco da Gama / RJ,1 x 1,22,2014
Serie B,Abc / RN,América / RN,0 x 0,22,2014
Serie B,América / MG,Boa / MG,0 x 2,22,2014
Serie B,Oeste / SP,Vasco da Gama / RJ,1 x 1,23,2014
Serie B,Portuguesa / SP,Boa / MG,1 x 1,23,2014
Serie B,Paraná / PR,Ceará / CE,0 x 0,23,2014
Serie B,Náutico / PE,Joinville / SC,1 x 2,23,2014
Serie B,Luverdense / MT,Santa Cruz / PE,2 x 1,23,2014
Serie B,Icasa / CE,Vila Nova / GO,0 x 1,23,2014
Serie B,Avaí / SC,Sampaio Correa / MA,3 x 2,23,2014
Serie B,Atlético / GO,América / RN,2 x 0,23,2014
Serie B,Abc / RN,Ponte Preta / SP,0 x 2,23,2014
Serie B,América / MG,Bragantino / SP,0 x 2,23,2014
Serie B,Bragantino / SP,Luverdense / MT,2 x 0,24,2014
Serie B,Ponte Preta / SP,Oeste / SP,5 x 1,24,2014
Serie B,Vasco da Gama / RJ,Náutico / PE,2 x 1,24,2014
Serie B,Santa Cruz / PE,Icasa / CE,1 x 1,24,2014
Serie B,Sampaio Correa / MA,Abc / RN,2 x 1,24,2014
Serie B,Ceará / CE,Avaí / SC,2 x 2,24,2014
Serie B,Joinville / SC,Atlético / GO,2 x 0,24,2014
Serie B,Vila Nova / GO,América / MG,0 x 1,24,2014
Serie B,América / RN,Portuguesa / SP,1 x 1,24,2014
Serie B,Boa / MG,Paraná / PR,1 x 0,24,2014
Serie B,Bragantino / SP,Icasa / CE,2 x 1,25,2014
Serie B,Portuguesa / SP,Náutico / PE,0 x 0,25,2014
Serie B,Paraná / PR,Avaí / SC,1 x 1,25,2014
Serie B,Santa Cruz / PE,Oeste / SP,3 x 0,25,2014
Serie B,Sampaio Correa / MA,Vasco da Gama / RJ,2 x 2,25,2014
Serie B,Ceará / CE,América / RN,2 x 0,25,2014
Serie B,Joinville / SC,América / MG,1 x 1,25,2014
Serie B,Vila Nova / GO,Ponte Preta / SP,0 x 3,25,2014
Serie B,Abc / RN,Atlético / GO,2 x 0,25,2014
Serie B,Boa / MG,Luverdense / MT,2 x 1,25,2014
Serie B,Oeste / SP,Bragantino / SP,4 x 1,26,2014
Serie B,Ponte Preta / SP,Ceará / CE,3 x 1,26,2014
Serie B,Vasco da Gama / RJ,Joinville / SC,2 x 0,26,2014
Serie B,Náutico / PE,Paraná / PR,3 x 1,26,2014
Serie B,Luverdense / MT,Sampaio Correa / MA,0 x 1,26,2014
Serie B,Icasa / CE,Abc / RN,1 x 0,26,2014
Serie B,Avaí / SC,Boa / MG,2 x 0,26,2014
Serie B,Atlético / GO,Portuguesa / SP,2 x 1,26,2014
Serie B,América / RN,Vila Nova / GO,0 x 1,26,2014
Serie B,América / MG,Santa Cruz / PE,1 x 0,26,2014
Serie B,Oeste / SP,Abc / RN,1 x 0,27,2014
Serie B,Ponte Preta / SP,Paraná / PR,2 x 2,27,2014
Serie B,Vasco da Gama / RJ,Bragantino / SP,2 x 2,27,2014
Serie B,Santa Cruz / PE,Boa / MG,3 x 0,27,2014
Serie B,Sampaio Correa / MA,Portuguesa / SP,0 x 0,27,2014
Serie B,Icasa / CE,Luverdense / MT,1 x 0,27,2014
Serie B,Avaí / SC,Náutico / PE,0 x 2,27,2014
Serie B,Vila Nova / GO,Ceará / CE,1 x 5,27,2014
Serie B,América / RN,Joinville / SC,1 x 0,27,2014
Serie B,América / MG,Atlético / GO,1 x 1,27,2014
Serie B,Bragantino / SP,Vila Nova / GO,1 x 2,28,2014
Serie B,Portuguesa / SP,Vasco da Gama / RJ,0 x 1,28,2014
Serie B,Paraná / PR,Oeste / SP,0 x 0,28,2014
Serie B,Náutico / PE,América / MG,1 x 4,28,2014
Serie B,Luverdense / MT,América / RN,2 x 1,28,2014
Serie B,Ceará / CE,Sampaio Correa / MA,1 x 1,28,2014
Serie B,Joinville / SC,Santa Cruz / PE,1 x 1,28,2014
Serie B,Atlético / GO,Icasa / CE,0 x 0,28,2014
Serie B,Abc / RN,Avaí / SC,2 x 1,28,2014
Serie B,Boa / MG,Ponte Preta / SP,0 x 1,28,2014
Serie B,Oeste / SP,Atlético / GO,1 x 2,29,2014
Serie B,Ponte Preta / SP,Santa Cruz / PE,1 x 1,29,2014
Serie B,Vasco da Gama / RJ,Boa / MG,2 x 0,29,2014
Serie B,Náutico / PE,Abc / RN,2 x 1,29,2014
Serie B,Luverdense / MT,Paraná / PR,0 x 2,29,2014
Serie B,Ceará / CE,Bragantino / SP,1 x 0,29,2014
Serie B,Avaí / SC,Icasa / CE,1 x 0,29,2014
Serie B,Vila Nova / GO,Joinville / SC,0 x 1,29,2014
Serie B,América / RN,Sampaio Correa / MA,2 x 2,29,2014
Serie B,América / MG,Portuguesa / SP,3 x 1,29,2014
Serie B,Bragantino / SP,América / RN,2 x 1,30,2014
Serie B,Portuguesa / SP,Ponte Preta / SP,0 x 3,30,2014
Serie B,Paraná / PR,América / MG,1 x 1,30,2014
Serie B,Santa Cruz / PE,Vasco da Gama / RJ,1 x 0,30,2014
Serie B,Sampaio Correa / MA,Náutico / PE,1 x 1,30,2014
Serie B,Icasa / CE,Oeste / SP,0 x 0,30,2014
Serie B,Joinville / SC,Ceará / CE,3 x 0,30,2014
Serie B,Atlético / GO,Avaí / SC,2 x 0,30,2014
Serie B,Abc / RN,Luverdense / MT,0 x 1,30,2014
Serie B,Boa / MG,Vila Nova / GO,3 x 0,30,2014
Serie B,Oeste / SP,América / MG,1 x 3,31,2014
Serie B,Ponte Preta / SP,Avaí / SC,3 x 1,31,2014
Serie B,Paraná / PR,Portuguesa / SP,1 x 0,31,2014
Serie B,Santa Cruz / PE,Vila Nova / GO,5 x 1,31,2014
Serie B,Sampaio Correa / MA,Bragantino / SP,3 x 0,31,2014
Serie B,Icasa / CE,Ceará / CE,2 x 1,31,2014
Serie B,Joinville / SC,Abc / RN,3 x 0,31,2014
Serie B,Atlético / GO,Luverdense / MT,3 x 0,31,2014
Serie B,América / RN,Vasco da Gama / RJ,2 x 0,31,2014
Serie B,Boa / MG,Náutico / PE,1 x 0,31,2014
Serie B,Bragantino / SP,Boa / MG,4 x 2,32,2014
Serie B,Portuguesa / SP,Icasa / CE,1 x 2,32,2014
Serie B,Vasco da Gama / RJ,Ponte Preta / SP,1 x 1,32,2014
Serie B,Náutico / PE,Atlético / GO,1 x 2,32,2014
Serie B,Luverdense / MT,Oeste / SP,1 x 0,32,2014
Serie B,Ceará / CE,Santa Cruz / PE,0 x 2,32,2014
Serie B,Avaí / SC,Joinville / SC,0 x 3,32,2014
Serie B,Vila Nova / GO,Sampaio Correa / MA,4 x 1,32,2014
Serie B,Abc / RN,Paraná / PR,2 x 1,32,2014
Serie B,América / MG,América / RN,2 x 1,32,2014
Serie B,Oeste / SP,Portuguesa / SP,3 x 0,33,2014
Serie B,Ponte Preta / SP,Sampaio Correa / MA,1 x 0,33,2014
Serie B,Paraná / PR,Vasco da Gama / RJ,1 x 1,33,2014
Serie B,Santa Cruz / PE,América / RN,0 x 1,33,2014
Serie B,Luverdense / MT,Avaí / SC,3 x 1,33,2014
Serie B,Icasa / CE,Náutico / PE,3 x 1,33,2014
Serie B,Joinville / SC,Bragantino / SP,1 x 0,33,2014
Serie B,Atlético / GO,Vila Nova / GO,3 x 1,33,2014
Serie B,Abc / RN,América / MG,1 x 0,33,2014
Serie B,Boa / MG,Ceará / CE,3 x 1,33,2014
Serie B,Bragantino / SP,Ponte Preta / SP,0 x 2,34,2014
Serie B,Portuguesa / SP,Luverdense / MT,1 x 0,34,2014
Serie B,Vasco da Gama / RJ,Abc / RN,1 x 0,34,2014
Serie B,Náutico / PE,Santa Cruz / PE,0 x 0,34,2014
Serie B,Sampaio Correa / MA,Joinville / SC,1 x 2,34,2014
Serie B,Ceará / CE,Atlético / GO,0 x 0,34,2014
Serie B,Avaí / SC,Oeste / SP,0 x 0,34,2014
Serie B,Vila Nova / GO,Paraná / PR,2 x 0,34,2014
Serie B,América / RN,Boa / MG,1 x 3,34,2014
Serie B,América / MG,Icasa / CE,1 x 1,34,2014
Serie B,Bragantino / SP,Santa Cruz / PE,2 x 1,35,2014
Serie B,Portuguesa / SP,Abc / RN,0 x 0,35,2014
Serie B,Paraná / PR,Atlético / GO,2 x 0,35,2014
Serie B,Náutico / PE,Luverdense / MT,1 x 0,35,2014
Serie B,Sampaio Correa / MA,Boa / MG,3 x 0,35,2014
Serie B,Ceará / CE,Vasco da Gama / RJ,2 x 0,35,2014
Serie B,Joinville / SC,Ponte Preta / SP,3 x 1,35,2014
Serie B,Vila Nova / GO,Oeste / SP,0 x 1,35,2014
Serie B,América / RN,Icasa / CE,2 x 0,35,2014
Serie B,América / MG,Avaí / SC,3 x 0,35,2014
Serie B,Oeste / SP,Náutico / PE,2 x 0,36,2014
Serie B,Ponte Preta / SP,América / RN,2 x 2,36,2014
Serie B,Vasco da Gama / RJ,Vila Nova / GO,3 x 1,36,2014
Serie B,Santa Cruz / PE,Sampaio Correa / MA,0 x 2,36,2014
Serie B,Luverdense / MT,América / MG,1 x 2,36,2014
Serie B,Icasa / CE,Paraná / PR,1 x 2,36,2014
Serie B,Avaí / SC,Portuguesa / SP,2 x 0,36,2014
Serie B,Atlético / GO,Bragantino / SP,1 x 0,36,2014
Serie B,Abc / RN,Ceará / CE,1 x 0,36,2014
Serie B,Boa / MG,Joinville / SC,1 x 0,36,2014
Serie B,Bragantino / SP,Paraná / PR,1 x 1,37,2014
Serie B,Ponte Preta / SP,América / MG,0 x 1,37,2014
Serie B,Vasco da Gama / RJ,Icasa / CE,1 x 1,37,2014
Serie B,Santa Cruz / PE,Avaí / SC,0 x 1,37,2014
Serie B,Sampaio Correa / MA,Atlético / GO,1 x 2,37,2014
Serie B,Ceará / CE,Portuguesa / SP,2 x 1,37,2014
Serie B,Joinville / SC,Luverdense / MT,1 x 1,37,2014
Serie B,Vila Nova / GO,Abc / RN,3 x 5,37,2014
Serie B,América / RN,Náutico / PE,1 x 0,37,2014
Serie B,Boa / MG,Oeste / SP,1 x 0,37,2014
Serie B,Oeste / SP,Joinville / SC,1 x 0,38,2014,29/11/2014
Serie B,Portuguesa / SP,Vila Nova / GO,2 x 3,38,2014
Serie B,Paraná / PR,América / RN,4 x 1,38,2014
Serie B,Náutico / PE,Ponte Preta / SP,1 x 1,38,2014
Serie B,Luverdense / MT,Ceará / CE,1 x 0,38,2014
Serie B,Icasa / CE,Boa / MG,3 x 2,38,2014,29/11/2014
Serie B,Avaí / SC,Vasco da Gama / RJ,1 x 0,38,2014,29/11/2014
Serie B,Atlético / GO,Santa Cruz / PE,2 x 3,38,2014,29/11/2014
Serie B,Abc / RN,Bragantino / SP,0 x 2,38,2014,29/11/2014
Serie B,América / MG,Sampaio Correa / MA,4 x 0,38,2014
Serie B,Paraná / PR,Ceará / CE,1 x 0,1,2015
Serie B,Atlético / GO,Boa / MG,1 x 0,1,2015
Serie B,Paysandu / PA,Botafogo / RJ,0 x 1,1,2015
Serie B,Mogi Mirim / SP,Criciúma / SC,1 x 2,1,2015
Serie B,Vitória / BA,Sampaio Correa / MA,0 x 2,1,2015
Serie B,Macaé / RJ,Santa Cruz / PE,2 x 0,1,2015
Serie B,América / MG,Bahia / BA,1 x 1,1,2015
Serie B,Náutico / PE,Luverdense / MT,1 x 0,1,2015
Serie B,Abc / RN,Oeste / SP,0 x 1,1,2015
Serie B,Crb / AL,Bragantino / SP,2 x 0,1,2015
Serie B,Bahia / BA,Mogi Mirim / SP,4 x 1,2,2015
Serie B,Criciúma / SC,Abc / RN,0 x 2,2,2015
Serie B,Sampaio Correa / MA,Macaé / RJ,3 x 1,2,2015
Serie B,Santa Cruz / PE,Paraná / PR,4 x 1,2,2015
Serie B,Botafogo / RJ,Crb / AL,4 x 1,2,2015
Serie B,Bragantino / SP,Paysandu / PA,1 x 0,2,2015
Serie B,Oeste / SP,Vitória / BA,1 x 2,2,2015
Serie B,Ceará / CE,Atlético / GO,2 x 0,2,2015
Serie B,Luverdense / MT,América / MG,1 x 0,2,2015
Serie B,Macaé / RJ,Oeste / SP,4 x 2,3,2015
Serie B,Náutico / PE,Criciúma / SC,2 x 0,3,2015
Serie B,Abc / RN,Luverdense / MT,1 x 1,3,2015
Serie B,Crb / AL,Bahia / BA,0 x 3,3,2015
Serie B,América / MG,Santa Cruz / PE,4 x 1,3,2015
Serie B,Paysandu / PA,Ceará / CE,2 x 1,3,2015
Serie B,Atlético / GO,Botafogo / RJ,0 x 0,3,2015
Serie B,Paraná / PR,Boa / MG,1 x 1,3,2015
Serie B,Vitória / BA,Bragantino / SP,4 x 1,3,2015
Serie B,Mogi Mirim / SP,Sampaio Correa / MA,1 x 1,3,2015
Serie B,Ceará / CE,Crb / AL,1 x 1,4,2015
Serie B,Santa Cruz / PE,Abc / RN,0 x 1,4,2015
Serie B,Bragantino / SP,América / MG,0 x 1,4,2015
Serie B,Bahia / BA,Paraná / PR,1 x 0,4,2015
Serie B,Botafogo / RJ,Vitória / BA,2 x 0,4,2015
Serie B,Boa / MG,Paysandu / PA,0 x 1,4,2015
Serie B,Sampaio Correa / MA,Náutico / PE,1 x 1,4,2015
Serie B,Criciúma / SC,Atlético / GO,1 x 0,4,2015
Serie B,Luverdense / MT,Macaé / RJ,1 x 2,4,2015
Serie B,Oeste / SP,Mogi Mirim / SP,0 x 0,4,2015
Serie B,Vitória / BA,Criciúma / SC,2 x 1,5,2015
Serie B,Mogi Mirim / SP,Boa / MG,0 x 2,5,2015
Serie B,América / MG,Sampaio Correa / MA,1 x 0,5,2015
Serie B,Paysandu / PA,Santa Cruz / PE,2 x 1,5,2015
Serie B,Abc / RN,Bragantino / SP,1 x 1,5,2015
Serie B,Macaé / RJ,Bahia / BA,0 x 0,5,2015
Serie B,Paraná / PR,Botafogo / RJ,1 x 2,5,2015
Serie B,Atlético / GO,Luverdense / MT,0 x 1,5,2015
Serie B,Crb / AL,Oeste / SP,3 x 0,5,2015
Serie B,Vitória / BA,Atlético / GO,3 x 1,6,2015
Serie B,Náutico / PE,América / MG,2 x 1,6,2015
Serie B,Botafogo / RJ,Mogi Mirim / SP,3 x 0,6,2015
Serie B,Bragantino / SP,Bahia / BA,2 x 0,6,2015
Serie B,Criciúma / SC,Macaé / RJ,0 x 3,6,2015
Serie B,Ceará / CE,Sampaio Correa / MA,1 x 3,6,2015
Serie B,Crb / AL,Abc / RN,0 x 1,6,2015
Serie B,Boa / MG,Oeste / SP,1 x 2,6,2015
Serie B,Paysandu / PA,Paraná / PR,2 x 1,6,2015
Serie B,Luverdense / MT,Santa Cruz / PE,2 x 2,6,2015
Serie B,Paraná / PR,Luverdense / MT,1 x 0,7,2015
Serie B,Abc / RN,Paysandu / PA,0 x 2,7,2015
Serie B,Oeste / SP,Botafogo / RJ,0 x 1,7,2015
Serie B,Macaé / RJ,Bragantino / SP,2 x 5,7,2015
Serie B,Santa Cruz / PE,Boa / MG,0 x 0,7,2015
Serie B,Bahia / BA,Ceará / CE,1 x 0,7,2015
Serie B,Mogi Mirim / SP,Vitória / BA,1 x 1,7,2015
Serie B,Atlético / GO,Náutico / PE,2 x 0,7,2015
Serie B,Sampaio Correa / MA,Criciúma / SC,3 x 1,7,2015
Serie B,América / MG,Crb / AL,1 x 0,7,2015
Serie B,Náutico / PE,Paysandu / PA,1 x 1,8,2015
Serie B,Sampaio Correa / MA,Bahia / BA,0 x 0,8,2015
Serie B,Luverdense / MT,Criciúma / SC,0 x 1,8,2015
Serie B,Paraná / PR,Mogi Mirim / SP,3 x 1,8,2015
Serie B,Botafogo / RJ,Boa / MG,1 x 1,8,2015
Serie B,Vitória / BA,Abc / RN,2 x 0,8,2015
Serie B,América / MG,Atlético / GO,1 x 0,8,2015
Serie B,Ceará / CE,Santa Cruz / PE,3 x 3,8,2015
Serie B,Bragantino / SP,Oeste / SP,3 x 1,8,2015
Serie B,Crb / AL,Macaé / RJ,3 x 1,8,2015
Serie B,Criciúma / SC,América / MG,2 x 2,9,2015
Serie B,Paysandu / PA,Vitória / BA,1 x 0,9,2015
Serie B,Oeste / SP,Ceará / CE,2 x 0,9,2015
Serie B,Boa / MG,Bragantino / SP,3 x 0,9,2015
Serie B,Abc / RN,Náutico / PE,3 x 3,9,2015
Serie B,Macaé / RJ,Botafogo / RJ,4 x 2,9,2015
Serie B,Mogi Mirim / SP,Crb / AL,0 x 1,9,2015
Serie B,Santa Cruz / PE,Sampaio Correa / MA,1 x 0,9,2015
Serie B,Bahia / BA,Luverdense / MT,1 x 0,9,2015
Serie B,Atlético / GO,Paraná / PR,1 x 1,9,2015
Serie B,Paysandu / PA,Atlético / GO,2 x 0,10,2015
Serie B,Luverdense / MT,Ceará / CE,3 x 0,10,2015
Serie B,Paraná / PR,Criciúma / SC,0 x 0,10,2015
Serie B,Botafogo / RJ,Sampaio Correa / MA,5 x 0,10,2015
Serie B,Vitória / BA,Bahia / BA,4 x 1,10,2015
Serie B,Bragantino / SP,Santa Cruz / PE,1 x 2,10,2015
Serie B,Abc / RN,Macaé / RJ,1 x 1,10,2015
Serie B,Crb / AL,Boa / MG,1 x 1,10,2015
Serie B,América / MG,Mogi Mirim / SP,3 x 1,10,2015
Serie B,Náutico / PE,Oeste / SP,2 x 1,10,2015
Serie B,Bahia / BA,Paysandu / PA,2 x 0,11,2015
Serie B,Macaé / RJ,América / MG,1 x 1,11,2015
Serie B,Mogi Mirim / SP,Náutico / PE,2 x 1,11,2015
Serie B,Boa / MG,Vitória / BA,0 x 0,11,2015
Serie B,Criciúma / SC,Bragantino / SP,1 x 0,11,2015
Serie B,Sampaio Correa / MA,Luverdense / MT,3 x 1,11,2015
Serie B,Atlético / GO,Abc / RN,1 x 2,11,2015
Serie B,Oeste / SP,Paraná / PR,1 x 0,11,2015
Serie B,Santa Cruz / PE,Crb / AL,2 x 1,11,2015
Serie B,Ceará / CE,Botafogo / RJ,0 x 0,11,2015
