Competition,Team 1,Team 2,Result,Round,Year,Date
Serie C,Remo / PA,Ypiranga / RS,2 x 1,20,2020,27/12/2020
Serie C,Paysandu / PA,Londrina / PR,3 x 2,20,2020,26/12/2020
Serie C,Santa Cruz / PE,Ituano / SP,1 x 1,20,2020,03/01/2021
Serie C,Vila Nova / GO,Brusque / SC,0 x 3,20,2020,02/01/2021
Serie C,Ypiranga / RS,Remo / PA,2 x 1,20,2020,03/01/2021
Serie C,Londrina / PR,Paysandu / PA,0 x 0,20,2020,04/01/2021
Serie C,Vila Nova / GO,Santa Cruz / PE,2 x 1,20,2020,09/01/2021
Serie C,Brusque / SC,Ituano / SP,4 x 2,20,2020,11/01/2021
Serie C,Londrina / PR,Ypiranga / RS,1 x 1,20,2020,10/01/2021
Serie C,Paysandu / PA,Remo / PA,0 x 1,20,2020,10/01/2021
Serie C,Santa Cruz / PE,Brusque / SC,3 x 1,21,2020,17/01/2021
Serie C,Ituano / SP,Vila Nova / GO,0 x 1,21,2020,17/01/2021
Serie C,Ypiranga / RS,Paysandu / PA,1 x 0,21,2020,16/01/2021
Serie C,Remo / PA,Londrina / PR,0 x 1,21,2020,16/01/2021
Serie C,Vila Nova / GO,Remo / PA,5 x 1,21,2020,23/01/2021
Serie C,Remo / PA,Vila Nova / GO,2 x 3,21,2020,30/01/2021
Serie C,Manaus / AM,Santa Cruz / PE,2 x 0,1,2021,30/05/2021
Serie C,Floresta / CE,Jacuipense / BA,2 x 0,1,2021,29/05/2021
Serie C,Altos / PI,Volta Redonda / RJ,3 x 0,1,2021,30/05/2021
Serie C,Botafogo / PB,Ferroviário / CE,0 x 0,1,2021,29/05/2021
Serie C,Tombense / MG,Paysandu / PA,1 x 1,1,2021,29/05/2021
Serie C,Novorizontino / SP,Figueirense / SC,1 x 0,1,2021,29/05/2021
Serie C,Oeste / SP,Mirassol / SP,0 x 1,1,2021,16/06/2021
Serie C,Criciúma / SC,Ituano / SP,1 x 0,1,2021,29/05/2021
Serie C,Botafogo / SP,São José / RS,1 x 0,1,2021,30/05/2021
Serie C,Ypiranga / RS,Paraná / PR,2 x 0,1,2021,31/05/2021
Serie C,Paysandu / PA,Botafogo / PB,0 x 2,2,2021,07/06/2021
Serie C,Ferroviário / CE,Altos / PI,1 x 0,2,2021,05/06/2021
Serie C,Jacuipense / BA,Tombense / MG,1 x 1,2,2021,06/06/2021
Serie C,Santa Cruz / PE,Floresta / CE,0 x 0,2,2021,05/06/2021
Serie C,Volta Redonda / RJ,Manaus / AM,5 x 0,2,2021,06/06/2021
Serie C,Mirassol / SP,Ypiranga / RS,1 x 2,2,2021,05/06/2021
Serie C,Paraná / PR,Botafogo / SP,0 x 1,2,2021,05/06/2021
Serie C,Figueirense / SC,Oeste / SP,1 x 0,2,2021,05/06/2021
Serie C,Ituano / SP,Novorizontino / SP,1 x 4,2,2021,05/06/2021
Serie C,São José / RS,Criciúma / SC,0 x 0,2,2021,06/06/2021
Serie C,Manaus / AM,Floresta / CE,2 x 1,3,2021,12/06/2021
Serie C,Ferroviário / CE,Santa Cruz / PE,1 x 0,3,2021,14/06/2021
Serie C,Jacuipense / BA,Paysandu / PA,0 x 2,3,2021,12/06/2021
Serie C,Botafogo / PB,Volta Redonda / RJ,1 x 2,3,2021,13/06/2021
Serie C,Tombense / MG,Altos / PI,2 x 2,3,2021,13/06/2021
Serie C,Novorizontino / SP,Oeste / SP,0 x 0,3,2021,12/06/2021
Serie C,Paraná / PR,Figueirense / SC,1 x 1,3,2021,13/06/2021
Serie C,Criciúma / SC,Ypiranga / RS,2 x 1,3,2021,13/06/2021
Serie C,Botafogo / SP,Mirassol / SP,1 x 3,3,2021,12/06/2021
Serie C,São José / RS,Ituano / SP,0 x 0,3,2021,12/06/2021
Serie C,Paysandu / PA,Volta Redonda / RJ,0 x 0,4,2021,19/06/2021
Serie C,Floresta / CE,Botafogo / PB,0 x 0,4,2021,19/06/2021
Serie C,Altos / PI,Manaus / AM,3 x 2,4,2021,20/06/2021
Serie C,Santa Cruz / PE,Jacuipense / BA,2 x 2,4,2021,21/06/2021
Serie C,Tombense / MG,Ferroviário / CE,3 x 0,4,2021,18/06/2021
Serie C,Novorizontino / SP,São José / RS,1 x 0,4,2021,19/06/2021
Serie C,Oeste / SP,Criciúma / SC,0 x 0,4,2021,19/06/2021
Serie C,Figueirense / SC,Mirassol / SP,1 x 1,4,2021,20/06/2021
Serie C,Ituano / SP,Paraná / PR,2 x 1,4,2021,19/06/2021
Serie C,Ypiranga / RS,Botafogo / SP,3 x 0,4,2021,20/06/2021
Serie C,Manaus / AM,Tombense / MG,2 x 1,5,2021,26/06/2021
Serie C,Floresta / CE,Paysandu / PA,0 x 2,5,2021,27/06/2021
Serie C,Jacuipense / BA,Ferroviário / CE,1 x 0,5,2021,26/06/2021
Serie C,Botafogo / PB,Altos / PI,2 x 0,5,2021,25/06/2021
Serie C,Volta Redonda / RJ,Santa Cruz / PE,0 x 0,5,2021,26/06/2021
Serie C,Mirassol / SP,Ituano / SP,1 x 2,5,2021,26/06/2021
Serie C,Paraná / PR,São José / RS,3 x 1,5,2021,26/06/2021
Serie C,Criciúma / SC,Novorizontino / SP,1 x 0,5,2021,27/06/2021
Serie C,Botafogo / SP,Oeste / SP,1 x 0,5,2021,27/06/2021
Serie C,Ypiranga / RS,Figueirense / SC,0 x 0,5,2021,28/06/2021
Serie C,Manaus / AM,Jacuipense / BA,1 x 1,6,2021,03/07/2021
Serie C,Ferroviário / CE,Volta Redonda / RJ,1 x 1,6,2021,03/07/2021
Serie C,Altos / PI,Floresta / CE,0 x 1,6,2021,04/07/2021
Serie C,Santa Cruz / PE,Paysandu / PA,1 x 2,6,2021,03/07/2021
Serie C,Tombense / MG,Botafogo / PB,2 x 0,6,2021,03/07/2021
Serie C,Novorizontino / SP,Botafogo / SP,1 x 0,6,2021,03/07/2021
Serie C,Oeste / SP,Ypiranga / RS,2 x 4,6,2021,03/07/2021
Serie C,Criciúma / SC,Paraná / PR,2 x 0,6,2021,04/07/2021
Serie C,Ituano / SP,Figueirense / SC,1 x 0,6,2021,05/07/2021
Serie C,São José / RS,Mirassol / SP,2 x 1,6,2021,04/07/2021
Serie C,Paysandu / PA,Ferroviário / CE,0 x 2,7,2021,11/07/2021
Serie C,Floresta / CE,Tombense / MG,1 x 1,7,2021,11/07/2021
Serie C,Altos / PI,Santa Cruz / PE,1 x 0,7,2021,10/07/2021
Serie C,Botafogo / PB,Manaus / AM,4 x 1,7,2021,10/07/2021
Serie C,Volta Redonda / RJ,Jacuipense / BA,0 x 0,7,2021
Serie C,Mirassol / SP,Paraná / PR,0 x 3,7,2021,10/07/2021
Serie C,Oeste / SP,Ituano / SP,0 x 1,7,2021,10/07/2021
Serie C,Figueirense / SC,São José / RS,2 x 0,7,2021,11/07/2021
Serie C,Botafogo / SP,Criciúma / SC,3 x 1,7,2021,12/07/2021
Serie C,Ypiranga / RS,Novorizontino / SP,3 x 2,7,2021,09/07/2021
Serie C,Paysandu / PA,Altos / PI,1 x 1,8,2021,17/07/2021
Serie C,Ferroviário / CE,Manaus / AM,1 x 0,8,2021,18/07/2021
Serie C,Jacuipense / BA,Botafogo / PB,0 x 0,8,2021,17/07/2021
Serie C,Santa Cruz / PE,Tombense / MG,0 x 1,8,2021,17/07/2021
Serie C,Volta Redonda / RJ,Floresta / CE,1 x 0,8,2021,18/07/2021
Serie C,Mirassol / SP,Criciúma / SC,2 x 0,8,2021,17/07/2021
Serie C,Paraná / PR,Novorizontino / SP,0 x 2,8,2021,19/07/2021
Serie C,Figueirense / SC,Botafogo / SP,0 x 0,8,2021,17/07/2021
Serie C,Ituano / SP,Ypiranga / RS,2 x 1,8,2021,18/07/2021
Serie C,São José / RS,Oeste / SP,1 x 0,8,2021,16/07/2021
Serie C,Floresta / CE,Ferroviário / CE,1 x 1,9,2021,24/07/2021
Serie C,Altos / PI,Jacuipense / BA,2 x 2,9,2021,25/07/2021
Serie C,Botafogo / PB,Santa Cruz / PE,1 x 0,9,2021,24/07/2021
Serie C,Tombense / MG,Volta Redonda / RJ,1 x 1,9,2021,24/07/2021
Serie C,Manaus / AM,Paysandu / PA,1 x 1,9,2021,25/07/2021
Serie C,Novorizontino / SP,Mirassol / SP,1 x 0,9,2021,24/07/2021
Serie C,Oeste / SP,Paraná / PR,1 x 1,9,2021,23/07/2021
Serie C,Criciúma / SC,Figueirense / SC,1 x 0,9,2021,23/07/2021
Serie C,Botafogo / SP,Ituano / SP,2 x 1,9,2021,25/07/2021
Serie C,Ypiranga / RS,São José / RS,2 x 1,9,2021,24/07/2021
Serie C,Paysandu / PA,Tombense / MG,1 x 0,10,2021,31/07/2021
Serie C,Ferroviário / CE,Botafogo / PB,0 x 0,10,2021,31/07/2021
Serie C,Jacuipense / BA,Floresta / CE,1 x 1,10,2021,31/07/2021
Serie C,Santa Cruz / PE,Manaus / AM,1 x 2,10,2021,01/08/2021
Serie C,Volta Redonda / RJ,Altos / PI,2 x 1,10,2021,30/07/2021
Serie C,Mirassol / SP,Oeste / SP,2 x 1,10,2021,31/07/2021
Serie C,Paraná / PR,Ypiranga / RS,1 x 1,10,2021,02/08/2021
Serie C,Figueirense / SC,Novorizontino / SP,2 x 1,10,2021,01/08/2021
Serie C,Ituano / SP,Criciúma / SC,3 x 0,10,2021,04/08/2021
Serie C,São José / RS,Botafogo / SP,4 x 2,10,2021,01/08/2021
Serie C,Manaus / AM,Volta Redonda / RJ,1 x 0,11,2021,08/08/2021
Serie C,Floresta / CE,Santa Cruz / PE,0 x 2,11,2021,07/08/2021
Serie C,Altos / PI,Ferroviário / CE,1 x 1,11,2021,06/08/2021
Serie C,Botafogo / PB,Paysandu / PA,2 x 1,11,2021
Serie C,Tombense / MG,Jacuipense / BA,3 x 0,11,2021,07/08/2021
Serie C,Novorizontino / SP,Ituano / SP,0 x 0,11,2021,07/08/2021
Serie C,Oeste / SP,Figueirense / SC,2 x 1,11,2021,08/08/2021
Serie C,Criciúma / SC,São José / RS,2 x 1,11,2021,09/08/2021
Serie C,Botafogo / SP,Paraná / PR,1 x 0,11,2021,07/08/2021
Serie C,Ypiranga / RS,Mirassol / SP,1 x 0,11,2021,07/08/2021
Serie C,Paysandu / PA,Jacuipense / BA,2 x 0,12,2021,14/08/2021
Serie C,Floresta / CE,Manaus / AM,2 x 2,12,2021,14/08/2021
Serie C,Altos / PI,Tombense / MG,0 x 0,12,2021,15/08/2021
Serie C,Santa Cruz / PE,Ferroviário / CE,0 x 0,12,2021,15/08/2021
Serie C,Volta Redonda / RJ,Botafogo / PB,1 x 1,12,2021,14/08/2021
Serie C,Mirassol / SP,Botafogo / SP,1 x 0,12,2021,14/08/2021
Serie C,Oeste / SP,Novorizontino / SP,1 x 2,12,2021,15/08/2021
Serie C,Figueirense / SC,Paraná / PR,2 x 0,12,2021,16/08/2021
Serie C,Ituano / SP,São José / RS,2 x 2,12,2021,14/08/2021
Serie C,Ypiranga / RS,Criciúma / SC,0 x 1,12,2021,13/08/2021
Serie C,Manaus / AM,Altos / PI,2 x 0,13,2021,21/08/2021
Serie C,Ferroviário / CE,Tombense / MG,0 x 0,13,2021,21/08/2021
Serie C,Jacuipense / BA,Santa Cruz / PE,1 x 1,13,2021,23/08/2021
Serie C,Botafogo / PB,Floresta / CE,1 x 2,13,2021,20/08/2021
Serie C,Volta Redonda / RJ,Paysandu / PA,2 x 2,13,2021,22/08/2021
Serie C,Mirassol / SP,Figueirense / SC,0 x 1,13,2021,21/08/2021
Serie C,Paraná / PR,Ituano / SP,1 x 1,13,2021,21/08/2021
Serie C,Criciúma / SC,Oeste / SP,3 x 1,13,2021,22/08/2021
Serie C,Botafogo / SP,Ypiranga / RS,1 x 2,13,2021,22/08/2021
Serie C,São José / RS,Novorizontino / SP,1 x 1,13,2021,21/08/2021
Serie C,Paysandu / PA,Floresta / CE,1 x 1,14,2021,28/08/2021
Serie C,Ferroviário / CE,Jacuipense / BA,0 x 0,14,2021,28/08/2021
Serie C,Altos / PI,Botafogo / PB,0 x 0,14,2021,29/08/2021
Serie C,Santa Cruz / PE,Volta Redonda / RJ,2 x 1,14,2021,30/08/2021
Serie C,Tombense / MG,Manaus / AM,2 x 1,14,2021,28/08/2021
Serie C,Novorizontino / SP,Criciúma / SC,1 x 0,14,2021,27/08/2021
Serie C,Oeste / SP,Botafogo / SP,0 x 0,14,2021,28/08/2021
Serie C,Figueirense / SC,Ypiranga / RS,1 x 1,14,2021,29/08/2021
Serie C,Ituano / SP,Mirassol / SP,2 x 1,14,2021,28/08/2021
Serie C,São José / RS,Paraná / PR,1 x 0,14,2021,29/08/2021
Serie C,Paysandu / PA,Santa Cruz / PE,1 x 0,15,2021
Serie C,Floresta / CE,Altos / PI,1 x 2,15,2021,04/09/2021
Serie C,Jacuipense / BA,Manaus / AM,0 x 1,15,2021,04/09/2021
Serie C,Botafogo / PB,Tombense / MG,1 x 1,15,2021,05/09/2021
Serie C,Volta Redonda / RJ,Ferroviário / CE,2 x 0,15,2021,04/09/2021
Serie C,Mirassol / SP,São José / RS,2 x 5,15,2021,03/09/2021
Serie C,Paraná / PR,Criciúma / SC,2 x 1,15,2021,04/09/2021
Serie C,Figueirense / SC,Ituano / SP,1 x 2,15,2021,06/09/2021
Serie C,Botafogo / SP,Novorizontino / SP,1 x 4,15,2021,04/09/2021
Serie C,Ypiranga / RS,Oeste / SP,2 x 0,15,2021,05/09/2021
